_unit_id,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,text
623495577,12/12/14 20:54,negative,1,Tue Dec 02 01:06:42 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple made it clear today that I as a customer are not worth a measly $79!! An employee gave mis info and they will not stand behind it
623495581,,positive,0.8214,Tue Dec 02 01:11:43 +0000 2014,5.4E+017,#AAPL OR @Apple,Photo: Love IOS 8 @apple @iphone #Love #IOS8 #NoCrop #iphone #young #phone #screen #capturescream #boy... http://t.co/fIDj9FxHDV
623495582,12/12/14 9:16,negative,1,Tue Dec 02 01:13:03 +0000 2014,5.4E+017,#AAPL OR @Apple,Why does @Apple force people to use its VPN built in to iOS8? Off button doesn't work FFS. Like I want Apple's NSA data collection service.
623495583,12/12/14 13:02,negative,0.6398,Tue Dec 02 01:15:12 +0000 2014,5.4E+017,#AAPL OR @Apple,Then how the hell did I take this screenshot? @apple @timcook http://t.co/NvFWwi4JsM
623495586,12/12/14 9:26,negative,0.5327,Tue Dec 02 01:25:49 +0000 2014,5.4E+017,#AAPL OR @Apple,Buy round lot on the open MT @WSJD #AAPL stock briefly dove 6.4% today. Analysts not sure why http://t.co/F6e73eJUJE http://t.co/2qQvMWOotv
623495587,12/11/14 18:38,negative,1,Tue Dec 02 01:36:18 +0000 2014,5.4E+017,#AAPL OR @Apple,3G is draining my battery fix this @apple
623495589,12/12/14 7:04,negative,1,Tue Dec 02 01:40:38 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple your chargers suck ass! They just love to break!
623495593,12/12/14 14:46,negative,0.7556,Tue Dec 02 01:49:00 +0000 2014,5.4E+017,#AAPL OR @Apple,I'm hoping @apple won't automatically make us download Bruce Springsteen and U2 singing together.  #u2 #bruce #espn #thatwasbad
623495594,12/11/14 23:38,negative,0.4791,Tue Dec 02 01:52:00 +0000 2014,5.4E+017,#AAPL OR @Apple,@thehill @Apple What a joke! Justice Dept should prosecute Killer Wilson in pursuit of JUSTICE. #Ferguson IS NOT OVER!
623495596,12/12/14 2:30,negative,0.7591,Tue Dec 02 01:53:41 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @TinfoilTricorn: @thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure
623495599,12/12/14 20:34,negative,1,Tue Dec 02 02:00:59 +0000 2014,5.4E+017,#AAPL OR @Apple,So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple
623495600,12/12/14 16:23,negative,0.7039,Tue Dec 02 02:03:46 +0000 2014,5.4E+017,#AAPL OR @Apple,Thisn#Yosemite update is stressing me out @apple #macbookpro
623495601,12/12/14 12:15,negative,1,Tue Dec 02 02:04:40 +0000 2014,5.4E+017,#AAPL OR @Apple,Just broke my 3rd charger of the month. Get your shit together @apple
623495602,12/12/14 6:47,negative,1,Tue Dec 02 02:09:56 +0000 2014,5.4E+017,#AAPL OR @Apple,"This iPhone 6 battery isn't as good as you claim, @apple"
623495603,12/12/14 2:50,negative,1,Tue Dec 02 02:10:38 +0000 2014,5.4E+017,#AAPL OR @Apple,#Nasdaq big fall. @FB @Baba @Twtr @Linkd @Apple fell 3-6% on Monday! See whether follow up ..
623495606,12/12/14 21:08,positive,0.6517,Tue Dec 02 02:16:00 +0000 2014,5.4E+017,#AAPL OR @Apple,"Just updated my ram to 16gb. @apple you guys are like shallow gf's. Take all the money, but dammit you look good."
623495607,12/12/14 20:37,negative,1,Tue Dec 02 02:16:19 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple @iphone4 oh it's not fair and i think you're really mean
623495610,,positive,0.7851,Tue Dec 02 02:38:28 +0000 2014,5.4E+017,#AAPL OR @Apple,IBM: @Apple iOS users account for 21.6% of ALL online sales. 3x @android users (6.6%). They are dominating. #business #sales #cybermonday
623495611,12/12/14 11:19,negative,1,Tue Dec 02 02:56:02 +0000 2014,5.4E+017,#AAPL OR @Apple,I HATE HOW IOS 8 CAPITALIZES RANDOM WORDS LIKE I DONT WANNA GIVE EMPHASIS TO SOME STUPID WORD IN THA SENTENCE GET UR SELF TOGETHER @Apple
623495613,12/12/14 21:55,negative,0.6884,Tue Dec 02 02:56:57 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple why was the iphone 4 ever created
623495614,12/12/14 8:43,negative,1,Tue Dec 02 03:00:07 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot
623495615,12/12/14 14:24,positive,0.6573,Tue Dec 02 03:00:29 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple please can I have new phone for Christmas? #spreadsomejoy
623495621,12/12/14 22:00,negative,1,Tue Dec 02 03:09:39 +0000 2014,5.4E+017,#AAPL OR @Apple,IT'S NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT @APPLE
623495624,12/12/14 13:13,negative,1,Tue Dec 02 03:28:00 +0000 2014,5.4E+017,#AAPL OR @Apple,My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple
623495630,12/12/14 6:55,negative,1,Tue Dec 02 03:49:34 +0000 2014,5.4E+017,#AAPL OR @Apple,@baseballbridget @apple we couldn't even get a turkey for TDay so they just don't care... #appleemojissuck
623495632,12/12/14 1:58,negative,1,Tue Dec 02 03:52:58 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @toricolelli: My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple
623495634,12/12/14 16:19,positive,1,Tue Dec 02 03:58:50 +0000 2014,5.4E+017,#AAPL OR @Apple,Well played @apple http://t.co/mGbsxyiA69
623495635,12/12/14 11:28,positive,1,Tue Dec 02 04:00:59 +0000 2014,5.4E+017,#AAPL OR @Apple,Thank you @Apple
623495636,12/11/14 14:50,negative,0.6894,Tue Dec 02 04:07:57 +0000 2014,5.4E+017,#AAPL OR @Apple,Fix it @apple http://t.co/cHoq6LHeHo
623495637,12/12/14 21:42,positive,1,Tue Dec 02 04:08:21 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @_iamGambino: Thank you @Apple
623495638,12/11/14 20:17,negative,1,Tue Dec 02 04:09:46 +0000 2014,5.4E+017,#AAPL OR @Apple,How long does it really take for a phone to ship @apple smh
623495643,12/11/14 14:12,negative,1,Tue Dec 02 04:24:00 +0000 2014,5.4E+017,#AAPL OR @Apple,"So, on my iphone5, the @apple health kit is no longer gathering data.  Sigh."
623495645,12/12/14 15:50,negative,0.6864,Tue Dec 02 04:30:31 +0000 2014,5.4E+017,#AAPL OR @Apple,Thanks @apple for changing yet another fuck into duck...Thanks.
623495646,12/12/14 8:35,negative,0.5339,Tue Dec 02 04:33:28 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple YH News Apple tumbles as much as 6 percent in unusual trading: By Chuck Mikolajczak NEW YORK (Reuters) ...  http://t.co/hNuWafq0sI
623495647,12/11/14 23:32,negative,1,Tue Dec 02 04:34:05 +0000 2014,5.4E+017,#AAPL OR @Apple,@brwnskin_beauti cause fuck @apple
623495649,12/12/14 10:31,negative,1,Tue Dec 02 04:36:38 +0000 2014,5.4E+017,#AAPL OR @Apple,if i buy a 16 gb phone i should have 16 GB'S TO USE @apple
623495650,12/12/14 2:13,negative,1,Tue Dec 02 04:37:44 +0000 2014,5.4E+017,#AAPL OR @Apple,fuck you for BREAKING MY MUSIC @apple
623495655,12/12/14 2:40,negative,1,Tue Dec 02 04:54:14 +0000 2014,5.4E+017,#AAPL OR @Apple,just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu
623495656,12/12/14 3:17,negative,0.681,Tue Dec 02 05:00:08 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @AMANDAZUCKERMAN: You should be able to forward a voicemail. Why isn't that a thing? @apple
623495657,12/11/14 21:06,negative,1,Tue Dec 02 05:03:26 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple and @facebook I speak for all of humanity; We want to chose what contacts are added to our contacts book from #facebook #thanks
623495658,12/12/14 2:53,negative,1,Tue Dec 02 05:06:09 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple I h8 everything about u
623495659,12/12/14 22:03,negative,1,Tue Dec 02 05:06:55 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple ur a disgrace
623495661,12/12/14 2:32,negative,1,Tue Dec 02 05:07:30 +0000 2014,5.4E+017,#AAPL OR @Apple,My phone is on acid right now @apple fix this
623495662,12/11/14 14:30,negative,1,Tue Dec 02 05:11:58 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj
623495663,12/12/14 1:46,negative,1,Tue Dec 02 05:13:02 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple This was NORMAL use-- NO ABUSE! Wrapped it exactly as you instructed me to. This is a fire hazard. You should replace it. #defective
623495664,12/11/14 12:17,positive,0.718,Tue Dec 02 05:14:39 +0000 2014,5.4E+017,#AAPL OR @Apple,"@Apple BTW, I LOVE all of your products.  They rock!  Your power cords are junk.  You seriously need to fix this!"
623495666,12/11/14 18:41,negative,0.6894,Tue Dec 02 05:20:58 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom
623495667,12/12/14 22:03,negative,1,Tue Dec 02 05:25:24 +0000 2014,5.4E+017,#AAPL OR @Apple,Yo @Apple fix your shitty iMessage
623495668,12/12/14 17:53,positive,0.6544,Tue Dec 02 05:35:04 +0000 2014,5.4E+017,#AAPL OR @Apple,#AAPL RT @AboveAvalon Apple's Share Repurchases Have Benefited Shareholders by $80 Billion  http://t.co/XHkqFr7whT
623495669,12/12/14 1:24,positive,0.6373,Tue Dec 02 05:37:33 +0000 2014,5.4E+017,#AAPL OR @Apple,"Even With Apple Watch Delayed, I'm Raising My AAPL Price Target To $165 - http://t.co/TGENjFl3zI #AAPL #Alex_Cho"
623495670,12/12/14 1:18,positive,1,Tue Dec 02 05:40:45 +0000 2014,5.4E+017,#AAPL OR @Apple,I love @AIRMILES! Between @chaptersindigo &amp; @apple I earned ~200 miles during the #BlackFriday sale! #freemoney #centsability #cybermonday
623495671,12/12/14 21:30,negative,1,Tue Dec 02 05:42:54 +0000 2014,5.4E+017,#AAPL OR @Apple,Yo! @apple this auto correct shit gotta stop!!! changing my shit right when i send it
623495673,12/12/14 21:34,negative,1,Tue Dec 02 06:01:11 +0000 2014,5.4E+017,#AAPL OR @Apple,Those** PICK UP THE SLACK YOU FUCK BOYS @Apple
623495675,12/12/14 20:37,positive,0.6635,Tue Dec 02 06:09:23 +0000 2014,5.4E+017,#AAPL OR @Apple,@surface maybe good product but never better then @apple MacBook Air .... It's a fact
623495676,,negative,1,Tue Dec 02 06:52:06 +0000 2014,5.4E+017,#AAPL OR @Apple,fucking faggots @apple
623495677,12/12/14 11:15,negative,0.6635,Tue Dec 02 06:52:43 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple of course that's not their mother fucking @
623495679,12/11/14 21:48,negative,1,Tue Dec 02 06:55:35 +0000 2014,5.4E+017,#AAPL OR @Apple,the fuck kinda gay shit you print in the fucking ketosis @apple
623495680,12/12/14 8:47,negative,1,Tue Dec 02 06:57:40 +0000 2014,5.4E+017,#AAPL OR @Apple,Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd
623495682,12/12/14 22:12,negative,1,Tue Dec 02 07:15:09 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @bella_bong_: @apple U need to get ur fucking shit together and let me txt while on YouTube
623495683,12/11/14 14:12,negative,0.7206,Tue Dec 02 07:16:12 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple @Disney Why can't I buy any version let alone the version I actually like of Star Wars on @iTunesMovies #stupid #lame #StarWars
623495690,12/12/14 2:33,negative,0.6827,Tue Dec 02 07:32:56 +0000 2014,5.4E+017,#AAPL OR @Apple,"Can @apple drop Audio Only rendition requirement for iOS apps? 
Users hate it 
No other stores want it
Other platforms don't know what it is"
623495691,12/11/14 9:47,negative,0.8539,Tue Dec 02 07:45:08 +0000 2014,5.4E+017,#AAPL OR @Apple,"None too happy with @Apple Mac OS X (Yosemite), File Vault 2, or Boot Camp right now. Thankful to own a @lenovo."
623495694,12/12/14 9:39,negative,0.6882,Tue Dec 02 08:27:10 +0000 2014,5.4E+017,#AAPL OR @Apple,I demand there be a tapatio emoji @apple
623495697,12/12/14 17:00,negative,0.7284,Tue Dec 02 08:37:56 +0000 2014,5.4E+017,#AAPL OR @Apple,so for the second time #aapl #pages ate my edits. 700bn? #amateurs #fail #iwantjobsback
623495698,12/12/14 6:55,negative,1,Tue Dec 02 08:44:36 +0000 2014,5.4E+017,#AAPL OR @Apple,feel so lost with out my phone :(  @apple iPhone 5 chargers are horrendous! #brokenchargerprobs
623495700,12/12/14 12:17,negative,0.7248,Tue Dec 02 08:46:14 +0000 2014,5.4E+017,#AAPL OR @Apple,Excellent news #HouseOfCards S3 on @netflix 27/2! I wonder if Yosemite &amp; my wifi will be talking by then @apple @tim_cook ? It's been wks!!
623495701,12/12/14 11:12,negative,1,Tue Dec 02 08:46:43 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple my laptop is burning my legs what do u have to say about this
623495702,12/11/14 20:50,positive,0.667,Tue Dec 02 08:49:46 +0000 2014,5.4E+017,#AAPL OR @Apple,@benh4ll @netflix @Apple @tim_cook Great news! hope your wifi gets sorted though!
623495705,12/12/14 3:13,negative,0.6826,Tue Dec 02 09:03:55 +0000 2014,5.4E+017,#AAPL OR @Apple,@HammerArcade This makes me feel so sad ;-; WHY DO U HAVE TO BE SO ROOD @APPLE
623495706,12/11/14 18:42,negative,1,Tue Dec 02 09:25:47 +0000 2014,5.4E+017,#AAPL OR @Apple,I hate these @apple earphones so bad. Why in the world did they think it was a good idea to p http://t.co/X7lIGAQeG5 http://t.co/ihR2OGZa6s
623495708,12/12/14 21:47,positive,1,Tue Dec 02 09:31:29 +0000 2014,5.4E+017,#AAPL OR @Apple,"@Apple, I salut you! @kcdenton's photo http://t.co/nmwlvZVjHS"
623495715,12/12/14 21:19,negative,0.6758,Tue Dec 02 10:15:47 +0000 2014,5.4E+017,#AAPL OR @Apple,Why you dying so fast phone? Fuck you @apple
623495716,12/12/14 19:54,negative,0.6681,Tue Dec 02 10:22:00 +0000 2014,5.4E+017,#AAPL OR @Apple,@remuuusss @apple fix this
623495722,12/12/14 14:08,negative,1,Tue Dec 02 11:11:30 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS
623495723,12/11/14 21:17,negative,1,Tue Dec 02 11:30:02 +0000 2014,5.4E+017,#AAPL OR @Apple,"WTF @Apple, synching notes or iCloud pages is unusable. It used to be easier."
623495725,12/12/14 12:39,negative,1,Tue Dec 02 11:42:11 +0000 2014,5.4E+017,#AAPL OR @Apple,hey @apple fuck you just let me change stores
623495726,12/12/14 2:13,negative,1,Tue Dec 02 11:43:08 +0000 2014,5.4E+017,#AAPL OR @Apple,about to write a huge fuck you to @apple for not letting me make reservations to get my laptop fixed
623495727,12/12/14 18:31,negative,0.6631,Tue Dec 02 11:44:21 +0000 2014,5.4E+017,#AAPL OR @Apple,"Apple tumbles as much as 6 percent in unusual trading $AAPL #aapl
http://t.co/0wtDVpBm4u"
623495729,12/12/14 6:10,negative,0.532,Tue Dec 02 11:46:53 +0000 2014,5.4E+017,#AAPL OR @Apple,@JimCramer Says 'Machines' Caused @Apple's Big Drop $AAPL  http://t.co/pfzq1N52hH
623495730,12/11/14 14:12,negative,0.6387,Tue Dec 02 11:46:56 +0000 2014,5.4E+017,#AAPL OR @Apple,@maxscottslade @Apple yeah the trackpad is fine and working now! but I had to damage one of the screw holdings to get the battery out
623495733,12/12/14 1:20,negative,1,Tue Dec 02 12:14:24 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple #fail - Since updating my #ipad #OS there is a #bug that does not delete videos and free up memory forcing... http://t.co/AjdDTF19Nn
623495738,12/12/14 11:14,negative,1,Tue Dec 02 12:56:04 +0000 2014,5.4E+017,#AAPL OR @Apple,my alarm was set the ringer was on and it just refused to work fuck u @apple
623495740,12/12/14 22:13,negative,0.6658,Tue Dec 02 13:04:49 +0000 2014,5.4E+017,#AAPL OR @Apple,"I'm lost because it's deer season, but there is no deer emoji. Come on @Apple, how am I suppose to show the love to all my huntin' friendz?"
623495743,12/11/14 21:18,negative,0.6672,Tue Dec 02 13:07:51 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple I figured out #memory issue on my #ipad. It wasnt a #bug but a new hidden folder that stores our  images... http://t.co/vEKIE3qlDp
623495747,12/12/14 15:02,negative,0.7119,Tue Dec 02 13:28:20 +0000 2014,5.4E+017,#AAPL OR @Apple,"#AppleLawSuit Depends on exactly what @Apple did to hold back/beat their competition. There are fair game competitive tactics &amp; unfair 1s
YK"
623495751,12/12/14 2:21,negative,1,Tue Dec 02 13:34:11 +0000 2014,5.4E+017,#AAPL OR @Apple,"IPhone6 has too many issues,  why tf is the earphone plug in not working @apple u better fix this shit for free."
623495753,12/12/14 9:04,negative,0.7253,Tue Dec 02 13:37:18 +0000 2014,5.4E+017,#AAPL OR @Apple,"@mcmillanstu @D1PZ... But trying to get launch info ahead of time from telco marketing teams was a nightmare - thanks @apple!
#EcomChat"
623495755,12/12/14 14:44,negative,1,Tue Dec 02 13:47:14 +0000 2014,5.4E+017,#AAPL OR @Apple,Dear @apple replace my phone my battery sucks
623495759,12/12/14 2:53,positive,1,Tue Dec 02 13:48:52 +0000 2014,5.4E+017,#AAPL OR @Apple,"Fantastic service today @Apple store Touchwood - thanks to all, &amp; esp Zach for sorting my battery problem so quickly &amp; efficiently."
623495763,12/11/14 21:11,negative,1,Tue Dec 02 13:54:20 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @laurrynk: Dear @apple replace my phone my battery sucks
623495764,12/11/14 20:48,negative,1,Tue Dec 02 13:55:11 +0000 2014,5.4E+017,#AAPL OR @Apple,"@ThisDueeMarco @Apple thats annoying, they never get stuff right the first time."
623495768,12/12/14 21:19,negative,0.6758,Tue Dec 02 14:03:50 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @laurrynk: Dear @apple replace my phone my battery sucks
623495769,12/12/14 9:01,positive,0.7026,Tue Dec 02 14:08:49 +0000 2014,5.4E+017,#AAPL OR @Apple,TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl http://t.co/f2qTGIBDDq
623495771,12/12/14 21:42,positive,0.6825,Tue Dec 02 14:14:29 +0000 2014,5.4E+017,#AAPL OR @Apple,@Apple with now dual core technology http://t.co/sq1VoVV5tf
623495774,12/12/14 3:40,negative,1,Tue Dec 02 14:17:03 +0000 2014,5.4E+017,#AAPL OR @Apple,I'm surprised there isn't more talk about what looked like a flash crash in #AAPL yesterday. Biggest range in years and largely ignored
623495775,12/12/14 5:25,negative,0.6906,Tue Dec 02 14:17:03 +0000 2014,5.4E+017,#AAPL OR @Apple,I'm surprised there isn't more talk about what looked like a flash crash in #AAPL yesterday. Biggest range in years and largely ignored
623495783,12/12/14 8:40,positive,1,Tue Dec 02 14:31:23 +0000 2014,5.4E+017,#AAPL OR @Apple,Enjoying the introductions at the @apple #connected launch event.  Some amazing #edtech leaders in the room.  #txed
623495784,12/11/14 20:17,positive,0.6669,Tue Dec 02 14:32:36 +0000 2014,5.4E+017,#AAPL OR @Apple,"Got A New Phone. @Apple 
#Iphone6Plus http://t.co/VRrOnfpUkG"
623495790,12/12/14 6:47,negative,0.6669,Tue Dec 02 14:50:46 +0000 2014,5.4E+017,#AAPL OR @Apple,Here's Why #Apple Won't Be A Trillion Dollar Company According To Billionaire VC Jim Breyer #aapl http://t.co/2TQVM5v4yB
623495791,12/11/14 22:10,negative,0.6643,Tue Dec 02 14:52:33 +0000 2014,5.4E+017,#AAPL OR @Apple,Chromebooks Overtake Apple's iPads in U.S. Education Market http://t.co/iR8WRGXO2x @apple @googlechrome #chromebooks #ipad
623495792,12/12/14 14:28,negative,0.6912,Tue Dec 02 14:55:14 +0000 2014,5.4E+017,#AAPL OR @Apple,Apple Inc. is doomed. $AAPL dropped by 1.54%! Currently priced at 113.3. http://t.co/K6PKMj3Sbf #AAPL
623495796,12/12/14 19:56,negative,0.6676,Tue Dec 02 15:00:43 +0000 2014,5.4E+017,#AAPL OR @Apple,.@Apple wants you to stop taking vertical photos: http://t.co/Aw5nUQmzZk via @OutsideMagazine
623495800,12/12/14 11:26,positive,1,Tue Dec 02 15:04:26 +0000 2014,5.4E+017,#AAPL OR @Apple,Props for @apple iTC App Review Team for reviewing metadata rejected resubmission in just 2 hours! Thanks!
623495802,12/12/14 11:30,negative,1,Tue Dec 02 15:07:51 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple yall some hoes
623495803,12/12/14 3:32,positive,1,Tue Dec 02 15:09:11 +0000 2014,5.4E+017,#AAPL OR @Apple,What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4
623495804,12/11/14 18:42,positive,1,Tue Dec 02 15:09:21 +0000 2014,5.4E+017,#AAPL OR @Apple,Thanks @apple for 'Keep Newer' when transferring files from a local hard drive to a server.
623495810,12/12/14 17:00,negative,1,Tue Dec 02 15:23:49 +0000 2014,5.4E+017,#AAPL OR @Apple,Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. http://t.co/In8SIkR1Qp
623495814,12/12/14 21:42,negative,1,Tue Dec 02 15:28:06 +0000 2014,5.4E+017,#AAPL OR @Apple,@shortyawards @Apple it is very confusing u wonder if it means u are going to get a bill later for Ur download please use free if it's free
623495819,12/12/14 1:13,negative,0.729,Tue Dec 02 15:36:48 +0000 2014,5.4E+017,#AAPL OR @Apple,"Apple  Loses Ground to Google  In Education Tablet Sales $AAPL #aapl
http://t.co/Ap0c3ehZLe"
623495821,12/12/14 21:05,negative,0.6758,Tue Dec 02 15:38:37 +0000 2014,5.4E+017,#AAPL OR @Apple,@apple What do I need to do if my mac has been really slow lately ?
623495823,12/12/14 3:32,positive,0.6797,Tue Dec 02 15:40:25 +0000 2014,5.4E+017,#AAPL OR @Apple,RT @tra_hall: Enjoying the introductions at the @apple #connected launch event.  Some amazing #edtech leaders in the room.  #txed
623495829,12/11/14 18:41,negative,0.6894,Tue Dec 02 16:04:30 +0000 2014,5.4E+017,#AAPL OR @Apple,Your stupid as shit upgrade has ruined the god damned IDE @apple
623495830,12/12/14 8:58,negative,1,Tue Dec 02 16:07:01 +0000 2014,5.4E+017,#AAPL OR @Apple,"You pieces of shit @apple! 
God damnit man!"
623495831,12/12/14 6:43,negative,0.7044,Tue Dec 02 16:08:14 +0000 2014,5.4E+017,#AAPL OR @Apple,"Hey @apple, how come I can't make Genius Bar appointments online anymore?"
623495833,12/12/14 21:15,negative,0.6879,Tue Dec 02 16:11:41 +0000 2014,5.4E+017,#AAPL OR @Apple,"What happened? RT @Khaleel You pieces of shit @apple! 
God damnit man!"
